State,MetalLevel,RatingAreaId,Age,IndividualRate
FL,Expanded Bronze,Rating Area 65,17,384.06
FL,Expanded Bronze,Rating Area 7,17,321.8166
FL,Expanded Bronze,Rating Area 8,17,301.0266
FL,Expanded Bronze,Rating Area 15,18,319.0177
FL,Expanded Bronze,Rating Area 18,18,346.85
FL,Expanded Bronze,Rating Area 20,18,344.1766
FL,Expanded Bronze,Rating Area 23,18,366.0733
FL,Expanded Bronze,Rating Area 26,18,310.7877
FL,Expanded Bronze,Rating Area 33,18,345.1033
FL,Expanded Bronze,Rating Area 38,18,355.5833
FL,Expanded Bronze,Rating Area 39,18,338.1133
FL,Expanded Bronze,Rating Area 45,18,398.1966
FL,Expanded Bronze,Rating Area 46,18,339.4533
FL,Expanded Bronze,Rating Area 55,18,340.7355
FL,Expanded Bronze,Rating Area 58,18,310.3144
FL,Expanded Bronze,Rating Area 6,18,339.9088
FL,Expanded Bronze,Rating Area 64,18,287.0306
FL,Expanded Bronze,Rating Area 67,18,336.3666
FL,Expanded Bronze,Rating Area 10,19,327.3633
FL,Expanded Bronze,Rating Area 11,19,346.5733
FL,Expanded Bronze,Rating Area 16,19,338.3633
FL,Expanded Bronze,Rating Area 22,19,296.9216
FL,Expanded Bronze,Rating Area 25,19,359.48
FL,Expanded Bronze,Rating Area 34,19,327.5333
FL,Expanded Bronze,Rating Area 35,19,383.3066
FL,Expanded Bronze,Rating Area 44,19,470.94
FL,Expanded Bronze,Rating Area 49,19,351.8366
FL,Expanded Bronze,Rating Area 56,19,316.3166
FL,Expanded Bronze,Rating Area 59,19,350.2733
FL,Expanded Bronze,Rating Area 66,19,351.8088
FL,Expanded Bronze,Rating Area 9,19,329.0788
FL,Expanded Bronze,Rating Area 10,20,337.4522
FL,Expanded Bronze,Rating Area 12,20,362.79
FL,Expanded Bronze,Rating Area 17,20,327.4133
FL,Expanded Bronze,Rating Area 25,20,370.5616
FL,Expanded Bronze,Rating Area 28,20,349.38
FL,Expanded Bronze,Rating Area 3,20,331.3
FL,Expanded Bronze,Rating Area 34,20,337.6277
FL,Expanded Bronze,Rating Area 35,20,395.1233
FL,Expanded Bronze,Rating Area 4,20,350.1583
FL,Expanded Bronze,Rating Area 43,20,370.9933
FL,Expanded Bronze,Rating Area 44,20,485.4566
FL,Expanded Bronze,Rating Area 56,20,326.0655
FL,Expanded Bronze,Rating Area 59,20,361.07
FL,Expanded Bronze,Rating Area 61,20,355.6716
FL,Expanded Bronze,Rating Area 9,20,339.22
FL,Expanded Bronze,Rating Area 11,21,368.3033
FL,Expanded Bronze,Rating Area 14,21,380.6916
FL,Expanded Bronze,Rating Area 16,21,359.58
FL,Expanded Bronze,Rating Area 26,21,340.4033
FL,Expanded Bronze,Rating Area 29,21,367.94
FL,Expanded Bronze,Rating Area 33,21,377.9866
FL,Expanded Bronze,Rating Area 43,53,780.2311
FL,Expanded Bronze,Rating Area 44,53,1020.96
FL,Expanded Bronze,Rating Area 49,53,762.7511
FL,Expanded Bronze,Rating Area 50,53,745.0122
FL,Expanded Bronze,Rating Area 53,53,726.3033
FL,Expanded Bronze,Rating Area 56,53,685.7455
FL,Expanded Bronze,Rating Area 59,53,759.3616
FL,Expanded Bronze,Rating Area 61,53,748.01
FL,Expanded Bronze,Rating Area 66,53,762.6944
FL,Expanded Bronze,Rating Area 9,53,713.41
FL,Expanded Bronze,Rating Area 1,54,764.8925
FL,Expanded Bronze,Rating Area 13,54,829.5616
FL,Expanded Bronze,Rating Area 17,54,720.6446
FL,Expanded Bronze,Rating Area 19,54,891.7933
FL,Expanded Bronze,Rating Area 2,54,786.89
FL,Expanded Bronze,Rating Area 21,54,944.9
FL,Expanded Bronze,Rating Area 24,54,1013.3466
FL,Expanded Bronze,Rating Area 27,54,753.185
FL,Expanded Bronze,Rating Area 32,54,925.4933
FL,Expanded Bronze,Rating Area 37,54,788.16
FL,Expanded Bronze,Rating Area 42,54,723.6177
FL,Expanded Bronze,Rating Area 47,54,937.5266
FL,Expanded Bronze,Rating Area 48,54,805.9637
FL,Expanded Bronze,Rating Area 51,54,810.6437
FL,Expanded Bronze,Rating Area 54,54,828.4533
FL,Expanded Bronze,Rating Area 57,54,737.0388
FL,Expanded Bronze,Rating Area 60,54,718.2055
FL,Expanded Bronze,Rating Area 63,54,887.7
FL,Expanded Bronze,Rating Area 65,54,926.52
FL,Expanded Bronze,Rating Area 7,54,776.3566
FL,Expanded Bronze,Rating Area 8,54,726.2033
FL,Expanded Bronze,Rating Area 14,55,848.9416
FL,Expanded Bronze,Rating Area 15,55,779.1966
FL,Expanded Bronze,Rating Area 18,55,847.1766
FL,Expanded Bronze,Rating Area 20,55,840.6466
FL,Expanded Bronze,Rating Area 23,55,894.1266
FL,Expanded Bronze,Rating Area 26,55,759.0977
FL,Expanded Bronze,Rating Area 38,55,868.51
FL,Expanded Bronze,Rating Area 39,55,825.8466
FL,Expanded Bronze,Rating Area 45,55,972.5966
FL,Expanded Bronze,Rating Area 46,55,829.1111
FL,Expanded Bronze,Rating Area 5,55,690.7088
FL,Expanded Bronze,Rating Area 52,55,820.6444
FL,Expanded Bronze,Rating Area 55,55,832.2455
FL,Expanded Bronze,Rating Area 58,55,757.9433
FL,Expanded Bronze,Rating Area 6,55,830.2255
FL,Expanded Bronze,Rating Area 62,55,801.2966
FL,Expanded Bronze,Rating Area 64,55,701.07
FL,Expanded Bronze,Rating Area 67,55,821.57
FL,Expanded Bronze,Rating Area 10,56,811.6244
FL,Expanded Bronze,Rating Area 11,56,859.2516
FL,Expanded Bronze,Rating Area 16,56,838.9
FL,Expanded Bronze,Rating Area 22,56,736.15
FL,Expanded Bronze,Rating Area 25,56,891.255
FL,Expanded Bronze,Rating Area 3,56,796.8277
FL,Expanded Bronze,Rating Area 30,56,783.8966
FL,Expanded Bronze,Rating Area 35,56,950.3283
FL,Expanded Bronze,Rating Area 4,56,842.185
FL,Expanded Bronze,Rating Area 44,56,1167.5933
FL,Expanded Bronze,Rating Area 49,56,872.2988
FL,Expanded Bronze,Rating Area 53,56,830.62
FL,Expanded Bronze,Rating Area 56,56,784.2377
FL,Expanded Bronze,Rating Area 59,56,868.4283
FL,Expanded Bronze,Rating Area 61,56,855.4433
FL,Expanded Bronze,Rating Area 66,56,872.2377
FL,Expanded Bronze,Rating Area 9,56,815.8733
FL,Expanded Bronze,Rating Area 17,57,822.5813
FL,Expanded Bronze,Rating Area 19,57,1017.9333
FL,Expanded Bronze,Rating Area 2,57,898.1988
FL,Expanded Bronze,Rating Area 21,57,1078.56
FL,Expanded Bronze,Rating Area 38,21,389.4666
FL,Expanded Bronze,Rating Area 39,21,370.3333
FL,Expanded Bronze,Rating Area 40,21,353.995
FL,Expanded Bronze,Rating Area 45,21,436.1416
FL,Expanded Bronze,Rating Area 5,21,309.7344
FL,Expanded Bronze,Rating Area 55,21,373.2044
FL,Expanded Bronze,Rating Area 58,21,339.8844
FL,Expanded Bronze,Rating Area 6,21,372.2977
FL,Expanded Bronze,Rating Area 62,21,359.3266
FL,Expanded Bronze,Rating Area 12,22,374.01
FL,Expanded Bronze,Rating Area 17,22,337.5393
FL,Expanded Bronze,Rating Area 21,22,442.5766
FL,Expanded Bronze,Rating Area 28,22,360.1855
FL,Expanded Bronze,Rating Area 30,22,336.0033
FL,Expanded Bronze,Rating Area 35,22,407.3416
FL,Expanded Bronze,Rating Area 4,22,360.9883
FL,Expanded Bronze,Rating Area 43,22,382.4655
FL,Expanded Bronze,Rating Area 48,22,377.5012
FL,Expanded Bronze,Rating Area 53,22,356.0311
FL,Expanded Bronze,Rating Area 56,22,336.15
FL,Expanded Bronze,Rating Area 59,22,372.2366
FL,Expanded Bronze,Rating Area 65,22,433.9666
FL,Expanded Bronze,Rating Area 8,22,340.1422
FL,Expanded Bronze,Rating Area 11,23,368.3033
FL,Expanded Bronze,Rating Area 14,23,380.6916
FL,Expanded Bronze,Rating Area 16,23,359.58
FL,Expanded Bronze,Rating Area 22,23,315.5383
FL,Expanded Bronze,Rating Area 29,23,367.94
FL,Expanded Bronze,Rating Area 38,23,389.4666
FL,Expanded Bronze,Rating Area 39,23,370.3333
FL,Expanded Bronze,Rating Area 40,23,353.995
FL,Expanded Bronze,Rating Area 49,23,373.8966
FL,Expanded Bronze,Rating Area 5,23,309.7344
FL,Expanded Bronze,Rating Area 52,23,368.0022
FL,Expanded Bronze,Rating Area 55,23,373.2044
FL,Expanded Bronze,Rating Area 58,23,339.8844
FL,Expanded Bronze,Rating Area 66,23,373.87
FL,Expanded Bronze,Rating Area 9,23,349.7111
FL,Expanded Bronze,Rating Area 11,24,368.3033
FL,Expanded Bronze,Rating Area 14,24,380.6916
FL,Expanded Bronze,Rating Area 16,24,359.58
FL,Expanded Bronze,Rating Area 26,24,340.4033
FL,Expanded Bronze,Rating Area 29,24,367.94
FL,Expanded Bronze,Rating Area 33,24,377.9866
FL,Expanded Bronze,Rating Area 38,24,389.4666
FL,Expanded Bronze,Rating Area 39,24,370.3333
FL,Expanded Bronze,Rating Area 40,24,353.995
FL,Expanded Bronze,Rating Area 45,24,436.1416
FL,Expanded Bronze,Rating Area 5,24,309.7344
FL,Expanded Bronze,Rating Area 55,24,373.2044
FL,Expanded Bronze,Rating Area 58,24,339.8844
FL,Expanded Bronze,Rating Area 6,24,372.2977
FL,Expanded Bronze,Rating Area 62,24,359.3266
FL,Expanded Bronze,Rating Area 1,25,359.6937
FL,Expanded Bronze,Rating Area 13,25,390.1066
FL,Expanded Bronze,Rating Area 15,25,350.8133
FL,Expanded Bronze,Rating Area 18,25,381.42
FL,Expanded Bronze,Rating Area 20,25,378.4783
FL,Expanded Bronze,Rating Area 27,25,354.1916
FL,Expanded Bronze,Rating Area 36,25,378.54
FL,Expanded Bronze,Rating Area 37,25,370.64
FL,Expanded Bronze,Rating Area 41,25,325.12
FL,Expanded Bronze,Rating Area 42,25,340.2866
FL,Expanded Bronze,Rating Area 54,25,389.5866
FL,Expanded Bronze,Rating Area 57,25,346.5988
FL,Expanded Bronze,Rating Area 63,25,417.4466
FL,Expanded Bronze,Rating Area 64,25,315.638
FL,Expanded Bronze,Rating Area 7,25,365.0866
FL,Expanded Bronze,Rating Area 10,26,356.2355
FL,Expanded Bronze,Rating Area 11,26,377.1416
FL,Expanded Bronze,Rating Area 24,57,1156.69
FL,Expanded Bronze,Rating Area 27,57,859.725
FL,Expanded Bronze,Rating Area 36,57,918.8233
FL,Expanded Bronze,Rating Area 37,57,899.6466
FL,Expanded Bronze,Rating Area 42,57,825.9755
FL,Expanded Bronze,Rating Area 47,57,1070.1433
FL,Expanded Bronze,Rating Area 48,57,919.9725
FL,Expanded Bronze,Rating Area 54,57,945.64
FL,Expanded Bronze,Rating Area 57,57,841.2958
FL,Expanded Bronze,Rating Area 60,57,819.7977
FL,Expanded Bronze,Rating Area 65,57,1057.5766
FL,Expanded Bronze,Rating Area 7,57,886.1733
FL,Expanded Bronze,Rating Area 8,57,828.9266
FL,Expanded Bronze,Rating Area 15,58,890.3122
FL,Expanded Bronze,Rating Area 18,58,967.9833
FL,Expanded Bronze,Rating Area 20,58,960.525
FL,Expanded Bronze,Rating Area 23,58,1021.63
FL,Expanded Bronze,Rating Area 26,58,867.3477
FL,Expanded Bronze,Rating Area 33,58,963.11
FL,Expanded Bronze,Rating Area 38,58,992.36
FL,Expanded Bronze,Rating Area 39,58,943.6133
FL,Expanded Bronze,Rating Area 45,58,1111.29
FL,Expanded Bronze,Rating Area 46,58,947.3444
FL,Expanded Bronze,Rating Area 55,58,950.9233
FL,Expanded Bronze,Rating Area 58,58,866.0255
FL,Expanded Bronze,Rating Area 6,58,948.6144
FL,Expanded Bronze,Rating Area 64,58,801.0453
FL,Expanded Bronze,Rating Area 67,58,938.7266
FL,Expanded Bronze,Rating Area 10,59,905.5555
FL,Expanded Bronze,Rating Area 11,59,958.6916
FL,Expanded Bronze,Rating Area 16,59,935.9866
FL,Expanded Bronze,Rating Area 22,59,821.345
FL,Expanded Bronze,Rating Area 25,59,994.4033
FL,Expanded Bronze,Rating Area 34,59,906.0266
FL,Expanded Bronze,Rating Area 35,59,1060.3116
FL,Expanded Bronze,Rating Area 44,59,1302.7233
FL,Expanded Bronze,Rating Area 49,59,973.2544
FL,Expanded Bronze,Rating Area 56,59,874.9988
FL,Expanded Bronze,Rating Area 59,59,968.9333
FL,Expanded Bronze,Rating Area 66,59,973.1833
FL,Expanded Bronze,Rating Area 9,59,910.2977
FL,Expanded Bronze,Rating Area 1,60,972.3225
FL,Expanded Bronze,Rating Area 13,60,1054.5316
FL,Expanded Bronze,Rating Area 18,60,1031.0466
FL,Expanded Bronze,Rating Area 19,60,1133.64
FL,Expanded Bronze,Rating Area 2,60,1000.2888
FL,Expanded Bronze,Rating Area 24,60,1288.16
FL,Expanded Bronze,Rating Area 27,60,957.445
FL,Expanded Bronze,Rating Area 32,60,1176.4833
FL,Expanded Bronze,Rating Area 33,60,1025.8566
FL,Expanded Bronze,Rating Area 38,60,1057.01
FL,Expanded Bronze,Rating Area 41,60,878.8588
FL,Expanded Bronze,Rating Area 42,60,919.8577
FL,Expanded Bronze,Rating Area 47,60,1191.78
FL,Expanded Bronze,Rating Area 51,60,1030.485
FL,Expanded Bronze,Rating Area 54,60,1053.1233
FL,Expanded Bronze,Rating Area 60,60,912.98
FL,Expanded Bronze,Rating Area 63,60,1128.4366
FL,Expanded Bronze,Rating Area 7,60,986.9
FL,Expanded Bronze,Rating Area 1,61,1006.7162
FL,Expanded Bronze,Rating Area 13,61,1091.835
FL,Expanded Bronze,Rating Area 19,61,1173.7366
FL,Expanded Bronze,Rating Area 2,61,1035.6722
FL,Expanded Bronze,Rating Area 21,61,1243.6366
FL,Expanded Bronze,Rating Area 24,61,1333.73
FL,Expanded Bronze,Rating Area 27,61,991.3133
FL,Expanded Bronze,Rating Area 32,61,1218.1
FL,Expanded Bronze,Rating Area 33,61,1062.1433
FL,Expanded Bronze,Rating Area 41,61,909.9466
FL,Expanded Bronze,Rating Area 42,61,952.3966
FL,Expanded Bronze,Rating Area 47,61,1233.9366
FL,Expanded Bronze,Rating Area 48,61,1060.7787
FL,Expanded Bronze,Rating Area 51,61,1066.935
FL,Expanded Bronze,Rating Area 54,61,1090.3766
FL,Expanded Bronze,Rating Area 57,61,970.0594
FL,Expanded Bronze,Rating Area 60,61,945.2766
FL,Expanded Bronze,Rating Area 63,61,1168.35
FL,Expanded Bronze,Rating Area 65,61,1219.4466
FL,Expanded Bronze,Rating Area 7,61,1021.81
FL,Expanded Bronze,Rating Area 8,61,955.7988
FL,Expanded Bronze,Rating Area 10,62,999.4844
FL,Expanded Bronze,Rating Area 12,62,1074.5316
FL,Expanded Bronze,Rating Area 22,62,906.54
FL,Expanded Bronze,Rating Area 25,62,1097.5466
FL,Expanded Bronze,Rating Area 28,62,1034.8133
FL,Expanded Bronze,Rating Area 3,62,981.2644
FL,Expanded Bronze,Rating Area 30,62,965.3383
FL,Expanded Bronze,Rating Area 31,62,1061.21
FL,Expanded Bronze,Rating Area 36,62,1083.21
FL,Expanded Bronze,Rating Area 4,62,1037.1183
FL,Expanded Bronze,Rating Area 43,62,1098.8233
FL,Expanded Bronze,Rating Area 44,62,1437.85
FL,Expanded Bronze,Rating Area 49,62,1074.2055
FL,Expanded Bronze,Rating Area 50,62,1049.2266
FL,Expanded Bronze,Rating Area 53,62,1022.8777
FL,Expanded Bronze,Rating Area 56,62,965.7588
FL,Expanded Bronze,Rating Area 61,62,1053.4466
FL,Expanded Bronze,Rating Area 66,62,1074.1277
FL,Expanded Bronze,Rating Area 9,62,1004.72
FL,Expanded Bronze,Rating Area 10,63,1026.9677
FL,Expanded Bronze,Rating Area 16,63,1061.48
FL,Expanded Bronze,Rating Area 22,63,931.47
FL,Expanded Bronze,Rating Area 25,63,1127.7266
FL,Expanded Bronze,Rating Area 28,63,1063.2677
FL,Expanded Bronze,Rating Area 3,63,1008.2455
FL,Expanded Bronze,Rating Area 30,63,991.8816
FL,Expanded Bronze,Rating Area 31,63,1090.39
FL,Expanded Bronze,Rating Area 4,63,1065.6366
FL,Expanded Bronze,Rating Area 43,63,1129.04
FL,Expanded Bronze,Rating Area 44,63,1477.3866
FL,Expanded Bronze,Rating Area 49,63,1103.7444
FL,Expanded Bronze,Rating Area 50,63,1078.0766
FL,Expanded Bronze,Rating Area 53,63,1051.0033
FL,Expanded Bronze,Rating Area 56,63,992.3155
FL,Expanded Bronze,Rating Area 59,63,1098.845
FL,Expanded Bronze,Rating Area 61,63,1082.415
FL,Expanded Bronze,Rating Area 66,63,1103.6655
FL,Expanded Bronze,Rating Area 9,63,1032.3477
FL,Expanded Bronze,Rating Area 15,64,1048.2466
FL,Expanded Bronze,Rating Area 18,64,1139.7
FL,Expanded Bronze,Rating Area 20,64,1130.915
FL,Expanded Bronze,Rating Area 23,64,1202.86
FL,Expanded Bronze,Rating Area 26,64,1021.21
FL,Expanded Bronze,Rating Area 33,64,1133.96
FL,Expanded Bronze,Rating Area 38,64,1168.4
FL,Expanded Bronze,Rating Area 39,64,1111
FL,Expanded Bronze,Rating Area 40,64,1061.985
FL,Expanded Bronze,Rating Area 49,64,1121.69
FL,Expanded Bronze,Rating Area 5,64,929.0011
FL,Expanded Bronze,Rating Area 55,64,1119.6133
FL,Expanded Bronze,Rating Area 58,64,1019.6533
FL,Expanded Bronze,Rating Area 62,64,1077.98
FL,Gold,Rating Area 11,14,407.5775
FL,Gold,Rating Area 14,14,420.695
FL,Gold,Rating Area 16,14,391.655
FL,Gold,Rating Area 22,14,343.485
FL,Gold,Rating Area 29,14,411.265
FL,Gold,Rating Area 34,14,362.7562
FL,Gold,Rating Area 35,14,450.195
FL,Gold,Rating Area 40,14,369.6883
FL,Gold,Rating Area 49,14,387.52
FL,Expanded Bronze,Rating Area 16,26,368.2088
FL,Expanded Bronze,Rating Area 22,26,323.1116
FL,Expanded Bronze,Rating Area 25,26,391.19
FL,Expanded Bronze,Rating Area 3,26,349.7422
FL,Expanded Bronze,Rating Area 34,26,356.4244
FL,Expanded Bronze,Rating Area 39,26,379.22
FL,Expanded Bronze,Rating Area 4,26,369.6533
FL,Expanded Bronze,Rating Area 44,26,512.48
FL,Expanded Bronze,Rating Area 49,26,382.8722
FL,Expanded Bronze,Rating Area 52,26,376.8344
FL,Expanded Bronze,Rating Area 55,26,382.1622
FL,Expanded Bronze,Rating Area 58,26,348.0422
FL,Expanded Bronze,Rating Area 61,26,375.47
FL,Expanded Bronze,Rating Area 66,26,382.8422
FL,Expanded Bronze,Rating Area 9,26,358.1044
FL,Expanded Bronze,Rating Area 15,27,366.1866
FL,Expanded Bronze,Rating Area 18,27,398.1333
FL,Expanded Bronze,Rating Area 20,27,395.0683
FL,Expanded Bronze,Rating Area 23,27,420.2
FL,Expanded Bronze,Rating Area 26,27,356.7422
FL,Expanded Bronze,Rating Area 32,27,454.2933
FL,Expanded Bronze,Rating Area 33,27,396.13
FL,Expanded Bronze,Rating Area 45,27,457.0766
FL,Expanded Bronze,Rating Area 46,27,389.6444
FL,Expanded Bronze,Rating Area 5,27,324.6027
FL,Expanded Bronze,Rating Area 51,27,397.9187
FL,Expanded Bronze,Rating Area 54,27,406.66
FL,Expanded Bronze,Rating Area 57,27,361.787
FL,Expanded Bronze,Rating Area 6,27,390.1688
FL,Expanded Bronze,Rating Area 62,27,376.5766
FL,Expanded Bronze,Rating Area 64,27,329.4726
FL,Expanded Bronze,Rating Area 67,27,386.1
FL,Expanded Bronze,Rating Area 13,28,422.3583
FL,Expanded Bronze,Rating Area 15,28,379.8133
FL,Expanded Bronze,Rating Area 18,28,412.95
FL,Expanded Bronze,Rating Area 20,28,409.7666
FL,Expanded Bronze,Rating Area 23,28,435.8333
FL,Expanded Bronze,Rating Area 32,28,471.2
FL,Expanded Bronze,Rating Area 37,28,401.2783
FL,Expanded Bronze,Rating Area 41,28,351.9966
FL,Expanded Bronze,Rating Area 46,28,404.1444
FL,Expanded Bronze,Rating Area 51,28,412.7262
FL,Expanded Bronze,Rating Area 54,28,421.7933
FL,Expanded Bronze,Rating Area 57,28,375.2511
FL,Expanded Bronze,Rating Area 6,28,404.6877
FL,Expanded Bronze,Rating Area 64,28,341.734
FL,Expanded Bronze,Rating Area 67,28,400.4666
FL,Expanded Bronze,Rating Area 12,29,418.5183
FL,Expanded Bronze,Rating Area 17,29,377.7053
FL,Expanded Bronze,Rating Area 19,29,467.4066
FL,Expanded Bronze,Rating Area 2,29,412.4277
FL,Expanded Bronze,Rating Area 21,29,495.2433
FL,Expanded Bronze,Rating Area 24,29,531.12
FL,Expanded Bronze,Rating Area 30,29,375.9866
FL,Expanded Bronze,Rating Area 31,29,413.33
FL,Expanded Bronze,Rating Area 47,29,491.38
FL,Expanded Bronze,Rating Area 48,29,422.4237
FL,Expanded Bronze,Rating Area 50,29,408.66
FL,Expanded Bronze,Rating Area 53,29,398.3988
FL,Expanded Bronze,Rating Area 56,29,376.1533
FL,Expanded Bronze,Rating Area 59,29,416.5333
FL,Expanded Bronze,Rating Area 60,29,376.4277
FL,Expanded Bronze,Rating Area 65,29,485.61
FL,Expanded Bronze,Rating Area 7,29,406.9066
FL,Expanded Bronze,Rating Area 8,29,380.6188
FL,Expanded Bronze,Rating Area 1,30,406.63
FL,Expanded Bronze,Rating Area 13,30,441.0083
FL,Expanded Bronze,Rating Area 15,30,396.5866
FL,Expanded Bronze,Rating Area 18,30,431.1866
FL,Expanded Bronze,Rating Area 20,30,427.8616
FL,Gold,Rating Area 5,14,320.1627
FL,Gold,Rating Area 52,14,390.3285
FL,Gold,Rating Area 56,14,359.0057
FL,Gold,Rating Area 59,14,392.926
FL,Gold,Rating Area 66,14,407.215
FL,Gold,Rating Area 12,15,450.18
FL,Gold,Rating Area 17,15,373.9929
FL,Gold,Rating Area 21,15,538.665
FL,Gold,Rating Area 28,15,416.2171
FL,Gold,Rating Area 3,15,405.0966
FL,Gold,Rating Area 30,15,398.275
FL,Gold,Rating Area 31,15,449.57
FL,Gold,Rating Area 36,15,458.89
FL,Gold,Rating Area 37,15,444.38
FL,Gold,Rating Area 4,15,434.4525
FL,Gold,Rating Area 43,15,436.88
FL,Gold,Rating Area 48,15,418.6757
FL,Gold,Rating Area 50,15,418.6942
FL,Gold,Rating Area 53,15,413.6157
FL,Gold,Rating Area 61,15,441.34
FL,Gold,Rating Area 10,16,412.6757
FL,Gold,Rating Area 16,16,439.7783
FL,Gold,Rating Area 22,16,385.6925
FL,Gold,Rating Area 25,16,474.3575
FL,Gold,Rating Area 28,16,429.21
FL,Gold,Rating Area 3,16,417.7416
FL,Gold,Rating Area 30,16,410.705
FL,Gold,Rating Area 35,16,505.5125
FL,Gold,Rating Area 4,16,448.0125
FL,Gold,Rating Area 43,16,450.5185
FL,Gold,Rating Area 44,16,628.145
FL,Gold,Rating Area 49,16,435.1375
FL,Gold,Rating Area 53,16,426.5271
FL,Gold,Rating Area 56,16,403.12
FL,Gold,Rating Area 59,16,441.208
FL,Gold,Rating Area 61,16,455.115
FL,Gold,Rating Area 66,16,457.2533
FL,Gold,Rating Area 9,16,411.4914
FL,Gold,Rating Area 17,17,397.34
FL,Gold,Rating Area 19,17,540.12
FL,Gold,Rating Area 2,17,464.3916
FL,Gold,Rating Area 21,17,572.29
FL,Gold,Rating Area 24,17,613.74
FL,Gold,Rating Area 27,17,427.654
FL,Gold,Rating Area 36,17,487.53
FL,Gold,Rating Area 37,17,472.12
FL,Gold,Rating Area 42,17,427.0516
FL,Gold,Rating Area 47,17,514.998
FL,Gold,Rating Area 48,17,444.81
FL,Gold,Rating Area 54,17,448.8533
FL,Gold,Rating Area 57,17,405.3868
FL,Gold,Rating Area 60,17,423.8716
FL,Gold,Rating Area 65,17,561.16
FL,Gold,Rating Area 7,17,470.205
FL,Gold,Rating Area 8,17,413.7242
FL,Gold,Rating Area 15,18,438.8971
FL,Gold,Rating Area 18,18,506.785
FL,Gold,Rating Area 20,18,497.1625
FL,Gold,Rating Area 23,18,534.87
FL,Gold,Rating Area 26,18,430.7242
FL,Gold,Rating Area 33,18,504.235
FL,Gold,Rating Area 38,18,519.545
FL,Gold,Rating Area 39,18,494.025
FL,Gold,Rating Area 45,18,575.1825
FL,Gold,Rating Area 46,18,483.3233
FL,Gold,Rating Area 55,18,485.1233
FL,Gold,Rating Area 58,18,441.8266
FL,Gold,Rating Area 6,18,466.9842
FL,Gold,Rating Area 64,18,386.9523
FL,Gold,Rating Area 67,18,491.47
FL,Gold,Rating Area 10,19,452.0714
FL,Gold,Rating Area 11,19,501.345
FL,Gold,Rating Area 16,19,481.7616
FL,Gold,Rating Area 22,19,422.51
FL,Gold,Rating Area 25,19,519.64
FL,Gold,Rating Area 34,19,446.2175
FL,Gold,Rating Area 35,19,553.7675
FL,Gold,Rating Area 44,19,688.11
FL,Gold,Rating Area 49,19,476.6762
FL,Gold,Rating Area 56,19,441.6014
FL,Gold,Rating Area 59,19,483.324
FL,Gold,Rating Area 66,19,500.9
FL,Gold,Rating Area 9,19,450.7742
FL,Gold,Rating Area 10,20,466.0042
FL,Gold,Rating Area 12,20,524.22
FL,Gold,Rating Area 17,20,435.5023
FL,Gold,Rating Area 25,20,535.655
FL,Gold,Rating Area 28,20,484.6714
FL,Gold,Rating Area 3,20,471.7216
FL,Gold,Rating Area 30,20,463.775
FL,Gold,Rating Area 31,20,523.51
FL,Gold,Rating Area 36,20,534.36
FL,Gold,Rating Area 37,20,517.4675
FL,Gold,Rating Area 4,20,505.9025
FL,Gold,Rating Area 43,20,508.7342
FL,Gold,Rating Area 44,20,709.315
FL,Gold,Rating Area 50,20,487.5542
FL,Gold,Rating Area 53,20,481.6414
FL,Gold,Rating Area 61,20,513.9225
FL,Gold,Rating Area 11,21,532.78
FL,Gold,Rating Area 14,21,549.9275
FL,Gold,Rating Area 16,21,511.9666
FL,Gold,Rating Area 26,21,471.77
FL,Gold,Rating Area 29,21,537.6
FL,Gold,Rating Area 34,21,474.1937
FL,Gold,Rating Area 35,21,588.4875
FL,Gold,Rating Area 40,21,483.2516
FL,Gold,Rating Area 45,21,629.99
FL,Gold,Rating Area 5,21,418.5138
FL,Gold,Rating Area 52,21,510.2328
FL,Gold,Rating Area 59,21,513.63
FL,Gold,Rating Area 62,21,525.015
FL,Gold,Rating Area 12,22,540.4325
FL,Gold,Rating Area 17,22,448.9729
FL,Gold,Rating Area 21,22,646.655
FL,Gold,Rating Area 24,22,693.495
FL,Gold,Rating Area 28,22,499.6642
FL,Gold,Rating Area 31,22,539.7
FL,Gold,Rating Area 36,22,550.885
FL,Gold,Rating Area 37,22,533.47
FL,Gold,Rating Area 43,22,524.4685
FL,Gold,Rating Area 47,22,581.92
FL,Gold,Rating Area 48,22,502.6128
FL,Gold,Rating Area 50,22,502.6357
FL,Gold,Rating Area 57,22,458.0647
FL,Gold,Rating Area 65,22,634.075
FL,Gold,Rating Area 8,22,467.4857
FL,Gold,Rating Area 10,23,480.4185
FL,Gold,Rating Area 11,23,532.78
FL,Gold,Rating Area 16,23,511.9666
FL,Gold,Rating Area 22,23,449
FL,Gold,Rating Area 25,23,552.22
FL,Gold,Rating Area 29,23,537.6
FL,Gold,Rating Area 34,23,474.1937
FL,Gold,Rating Area 35,23,588.4875
FL,Gold,Rating Area 40,23,483.2516
FL,Gold,Rating Area 44,23,731.25
FL,Gold,Rating Area 49,23,506.5625
FL,Gold,Rating Area 56,23,469.29
FL,Gold,Rating Area 59,23,513.63
FL,Gold,Rating Area 66,23,532.3066
FL,Gold,Rating Area 9,23,479.0371
FL,Gold,Rating Area 11,24,532.78
FL,Gold,Rating Area 14,24,549.9275
FL,Gold,Rating Area 16,24,511.9666
FL,Gold,Rating Area 22,24,449
FL,Gold,Rating Area 26,24,471.77
